"","unique.cellid","CGP.cellid","CCLE.cellid","GSK.cellid","NCI60.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","NCI60.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Ben_Neel.tissueid","COSMIC.tissueid","unique.tissueid","CTRPv2.tissueid","gCSI.tissueid"
"116","COLO-684","COLO-684","COLO 684","","","","","","COLO-684","COLO_684","COLO-684","","COLO684","COLO 684","endometrium","endometrium","","","","","","Uterus","endometrium","urogenital_system ","","endometrium","endometrium","endometrium","Uterus"
"117","COLO-720E","COLO-720E","","","","","","","","","","",NA,NA,"ovary","","","","","","","","","","","ovary","ovary",NA,NA
"118","COLO-741","COLO-741","COLO 741","","","","COLO 741","COLO741","COLO-741","COLO_741","COLO-741","","COLO741","COLO 741","large_intestine","skin","","","","Colon","SKIN","Intestin","large_intestine","digestive_system ","","large_intestine","large_intestine","skin","Colon"
"119","COLO-792","COLO-792","COLO 792","","","","COLO 792","","COLO-792","COLO_792","COLO-792","","COLO792",NA,"skin","skin","","","","Skin","","Skin","skin","skin ","","skin","skin","skin",NA
"120","COLO-800","COLO-800","COLO-800","","","","COLO 800","","COLO-800","COLO-800","COLO-800","","COLO800","COLO 800","skin","skin","","","","Skin","","Skin","skin","skin ","","skin","skin","skin","Skin"
"121","COLO-824","COLO-824","","","","COLO824","","","COLO-824","","COLO-824","",NA,NA,"breast","","","","breast","","","Breast","","breast ","","breast","breast",NA,NA
"122","COLO-829","COLO-829","COLO 829","COLO829","","","COLO 829","","COLO-829","COLO_829","COLO-829","","COLO829","COLO 829","skin","skin","skin","","","Skin","","skin","skin","skin ","","skin","skin","skin","Blood"
"123","COR-L105","COR-L105","COR-L105","CORL105","","","","","COR-L105","COR-L105","COR-L105","","CORL105",NA,"lung","lung","lung","","","","","Lung:NSCLC","lung","lung ","","lung","lung","lung",NA
"124","COR-L23","COR-L23","COR-L23","CORL23","","","","CORL23","","COR-L23","COR-L23","",NA,NA,"lung","lung","lung","","","","LUNG","","lung","lung ","","lung","lung",NA,NA
"125","COR-L279","COR-L279","COR-L279","CORL279","","","COR-L279","CORL279","COR-L279","COR-L279","COR-L279","","CORL279","COR-L279","lung","lung","lung","","","Lung","LUNG","lung","lung","lung ","","lung","lung","lung","Lung"
"126","COR-L51","COR-L51","COR-L51","","","","","CORL51","COR-L23","","","","CORL51",NA,"lung","lung","","","","","LUNG","Lung:NSCLC","","","","lung","lung","lung",NA
"127","COR-L88","COR-L88","COR-L88","CORL88","","","COR-L88","CORL88","COR-L88","COR-L88","COR-L88","","CORL88","COR-L88","lung","lung","lung","","","Lung","LUNG","Lung","lung","lung ","","lung","lung","lung","Lung"
"128","COR-L96CAR","COR-L96CAR","","","","","","","","","","",NA,NA,"lung","","","","","","","","","","","lung","lung",NA,NA
"129","CP50-MEL-B","CP50-MEL-B","","","","","","","CP50-MEL-B","","CP50-MEL-B","",NA,NA,"skin","","","","","","","skin","","skin ","","skin","skin",NA,NA
"130","CP66-MEL","CP66-MEL","","","","","","","CP66-MEL","","CP66-MEL","",NA,NA,"skin","","","","","","","Skin","","skin ","","skin","skin",NA,NA
"131","CP67-MEL","CP67-MEL","","","","","","","","","CP67-MEL","",NA,NA,"skin","","","","","","","","","skin ","","skin","skin",NA,NA
"132","CPC-N","CPC-N","CPC-N","","","","CPC-N","","CPC-N","","","",NA,NA,"lung","lung","","","","Lung","","Lung","","","","lung","lung",NA,NA
"133","CRO-AP2","CRO-AP2","","CROAP2","","","","","CRO-AP2","","CRO-AP2","",NA,NA,"haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"134","CRO-AP5","CRO-AP5","","CROAP5","","","","","","","","",NA,NA,"haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"135","CTB-1","CTB-1","","","","","","","CTB-1","","CTB-1","",NA,NA,"haematopoietic_and_lymphoid_tissue","","","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"136","CTV-1","CTV-1","","","","","","","CTV-1","","CTV-1","",NA,NA,"haematopoietic_and_lymphoid_tissue","","","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"137","CW-2","CW-2","CW-2","","","","CW-2","CW2","CW-2","CW-2","CW-2","","CW2","CW-2","large_intestine","large_intestine","","","","Colon","LARGE_INTESTINE","large_intestine","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine","Colon"
"138","D-245MG","D-245MG","","","","","","","","","D-245MG","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"139","D-247MG","D-247MG","","","","","","","D-247MG","","D-247MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"140","D-263MG","D-263MG","","","","","","","D-263MG","","D-263MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"141","D-283MED","D-283MED","D283 Med","D283MED","","","","","D-283MED","D283_Med","D-283MED","","D283MED",NA,"central_nervous_system","central_nervous_system","central_nervous_system","","","","","CNS","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system","central_nervous_system",NA
"142","D-336MG","D-336MG","","","","","","","D-336MG","","D-336MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"143","D-384MED","D-384MED","","","","","","","","","","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"144","D-392MG","D-392MG","","","","","","","D-392MG","","D-392MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"145","D-397MG","D-397MG","","","","","","","","","","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"146","D-423MG","D-423MG","","","","","","","D-423MG","","D-423MG","",NA,NA,"central_nervous_system","","","","","","","central_nervous_system","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"147","D-458MED","D-458MED","","","","","","","","","","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"148","D-502MG","D-502MG","","","","","","","D-502MG","","D-502MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"149","D-538MG","D-538MG","","","","","","","","","","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"150","D-542MG","D-542MG","","","","","","","D-542MG","","D-542MG","",NA,NA,"central_nervous_system","","","","","","","CNS","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"151","D-556MED","D-556MED","","","","","","","","","","",NA,NA,"central_nervous_system","","","","","","","","","","","central_nervous_system","central_nervous_system",NA,NA
"152","D-566MG","D-566MG","","","","","","","D-566MG","","D-566MG","",NA,NA,"central_nervous_system","","","","","","","central_nervous_system","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"153","Daoy","Daoy","Daoy","","","","","","Daoy","Daoy","Daoy","","DAOY",NA,"central_nervous_system","central_nervous_system","","","","","","Brain","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system","central_nervous_system",NA
"154","Daudi","Daudi","Daudi","DAUDI","","","Daudi","","Daudi","Daudi","Daudi","","DAUDI","Daudi","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Blood","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood"
"155","DB","DB","DB","DB","","","DB","","DB","DB","DB","","DB","DB","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"156","DBTRG-05MG","DBTRG-05MG","DBTRG-05MG","DBTRG05MG","","","","","DBTRG-05MG","DBTRG-05MG","DBTRG-05MG","","DBTRG05MG",NA,"central_nervous_system","central_nervous_system","central_nervous_system","","","","","central_nervous_system","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system","central_nervous_system",NA
"157","DEL","DEL","DEL","","","","","","DEL","DEL","DEL","","DEL","DEL","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"158","Detroit562","Detroit562","Detroit 562","DETROIT562","","","Detroit 562","","Detroit562","Detroit_562","Detroit562","","DETROIT562","Detroit 562","upper_aerodigestive_tract","upper_aerodigestive_tract","pharynx","","","Nasal Pharynx","","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract ","","upper_aerodigestive_tract","upper_aerodigestive_tract","upper_aerodigestive_tract","Head and Neck"
"159","DG-75","DG-75","","DG75","","","","","DG-75","","DG-75","",NA,NA,"haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"160","DJM-1","DJM-1","","","","","","","DJM-1","","DJM-1","",NA,NA,"skin","","","","","","","Skin","","skin ","","skin","skin",NA,NA
"161","DK-MG","DK-MG","DK-MG","DKMG","","","","","DK-MG","DK-MG","DK-MG","","DKMG",NA,"central_nervous_system","central_nervous_system","central_nervous_system","","","","","Brain","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system","central_nervous_system",NA
"162","DMS-114","DMS-114","DMS 114","DMS114","","","","","DMS-114","DMS_114","DMS-114","","DMS114",NA,"lung","lung","lung","","","","","Lung","lung","lung ","","lung","lung","lung",NA
"163","DMS-153","DMS-153","DMS 153","DMS153","","","","","","DMS_153","","",NA,NA,"lung","lung","lung","","","","","","lung","","","lung","lung",NA,NA
"164","DMS-273","DMS-273","DMS 273","DMS273","","","DMS 273","DMS273","DMS-273","DMS_273","DMS-273","","DMS273","DMS 273","lung","lung","lung","","","Lung","LUNG","lung","lung","lung ","","lung","lung","lung","Lung"
"165","DMS-53","DMS-53","DMS 53","DMS53","","","DMS 53","","DMS-53","DMS_53","DMS-53","","DMS53",NA,"lung","lung","lung","","","Lung","","Lung","lung","lung ","","lung","lung","lung",NA
"166","DMS-79","DMS-79","DMS 79","DMS79","","","DMS 79","","DMS-79","DMS_79","DMS-79","","DMS79",NA,"lung","lung","lung","","","Lung","","Lung","lung","lung ","","lung","lung","lung",NA
"167","DOHH-2","DOHH-2","DOHH-2","DOHH2","","","DOHH-2","","DOHH-2","DOHH-2","DOHH-2","","DOHH2","DOHH-2","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"168","DOK","DOK","","","","","DOK","","DOK","","DOK","",NA,NA,"upper_aerodigestive_tract","","","","","Tongue","","Head & Neck","","aero_digestive_tract ","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA
"169","DoTc2-4510","DoTc2-4510","","DOTC24510","","","","","DoTc2-4510","","DoTc2-4510","",NA,NA,"cervix","","cervix_uteri","","","","","Cervix","","urogenital_system ","","cervix","cervix",NA,NA
"170","DSH1","DSH1","","","","","","","DSH1","","DSH1","",NA,NA,"urinary_tract","","","","","","","Bladder","","urogenital_system ","","urinary_tract","urinary_tract",NA,NA
"171","DU-145","DU-145","DU 145","DU145","PR:DU_145","","DU 145","","DU-145","DU_145","DU-145","","DU145","DU 145","prostate","prostate","prostate","PR","","Prostate","","Prostate","prostate","urogenital_system ","","prostate","prostate","prostate","Prostate"
"172","DU-4475","DU-4475","DU4475","DU4475","","","DU4475","","DU-4475","DU4475","","du4475","DU4475",NA,"breast","breast","breast","","","Breast","","Breast","breast","","breast","breast","breast","breast",NA
"173","DV-90","DV-90","DV-90","","","","DV-90","DV90","","DV-90","","","DV90","DV-90","lung","lung","","","","Lung","LUNG","","lung","","","lung","lung","lung","Lung"
"174","EB2","EB2","EB2","EB2","","","EB2","","EB2","","EB2","",NA,"EB2","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Blood","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Lymphoid"
"175","EB-3","EB-3","","EB3","","","EB-3","","EB-3","","","",NA,"EB-3","haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","Blood","","Blood","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Blood"
"176","ECC10","ECC10","ECC10","","","","","","ECC10","ECC10","ECC10","","ECC10",NA,"stomach","stomach","","","","","","Stomach","stomach","digestive_system ","","stomach","stomach","stomach",NA
"177","ECC12","ECC12","ECC12","","","","","","ECC12","ECC12","ECC12","","ECC12",NA,"stomach","stomach","","","","","","Stomach","stomach","digestive_system ","","stomach","stomach","stomach",NA
"178","ECC4","ECC4","","","","","","","ECC4","","","",NA,NA,"gastrointestinal_tract_(site_indeterminate)","","","","","","","gastrointestinal_tract_(site_indeterminate)","","","","gastrointestinal_tract_(site_indeterminate)","gastrointestinal_tract_(site_indeterminate)",NA,NA
"179","EC-GI-10","EC-GI-10","EC-GI-10","","","","","","EC-GI-10","EC-GI-10","EC-GI-10","","ECGI10",NA,"oesophagus","oesophagus","","","","","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus",NA
"180","EFE-184","EFE-184","EFE-184","","","","","","","EFE-184","","","EFE184","EFE-184","endometrium","endometrium","","","","","","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"181","EFM-19","EFM-19","EFM-19","EFM19","","EFM19","EFM-19","","EFM-19","EFM-19","EFM-19","efm19",NA,"EFM-19","breast","breast","breast","","breast","Breast","","Breast","breast","breast ","breast","breast","breast",NA,"Breast"
"182","EFO-21","EFO-21","EFO-21","","","","","EFO21","EFO-21","EFO-21","EFO-21","","EFO21",NA,"ovary","ovary","","","","","OVARY","Ovary","ovary","urogenital_system ","","ovary","ovary","ovary",NA
"183","EFO-27","EFO-27","EFO-27","","","","EFO-27","EFO27","EFO-27","EFO-27","EFO-27","","EFO27","EFO-27","ovary","ovary","","","","Ovary","OVARY","Ovary","ovary","urogenital_system ","","ovary","ovary","ovary","Ovary"
"184","EGI-1","EGI-1","","","","","","","EGI-1","","EGI-1","",NA,NA,"biliary_tract","","","","","","","Liver","","digestive_system ","","biliary_tract","biliary_tract",NA,NA
"185","EHEB","EHEB","EHEB","","","","","","EHEB","EHEB","","","EHEB",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"186","EKVX","EKVX","","EKVX","LC:EKVX","","EKVX","","EKVX","EKVX","EKVX","","EKVX","EKVX","lung","","lung","LC","","Lung","","Lung","lung","lung ","","lung","lung","","Lung"
"187","EM-2","EM-2","EM-2","EM2","","","","","EM-2","EM-2","EM-2","","EM2",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"188","EoL-1-cell","EoL-1-cell","EOL-1","","","","","","EoL-1-cell","EOL-1","EoL-1-cell","","EOL1",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"189","EPLC-272H","EPLC-272H","EPLC-272H","","","","EPLC-272H","EPLC272H","EPLC-272H","EPLC-272H","EPLC-272H","","EPLC272H","EPLC-272H","lung","lung","","","","Lung","LUNG","Lung:NSCLC","lung","lung ","","lung","lung","lung","Lung"
"190","ES1","ES1","","","","","","","ES1","","ES1","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
"191","ES3","ES3","","","","","","","ES3","","ES3","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
"192","ES4","ES4","","","","","","","ES4","","ES4","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
"193","ES5","ES5","","","","","","","ES5","","ES5","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
"194","ES6","ES6","","","","","","","ES6","","ES6","",NA,NA,"bone","","","","","","","bone","","bone ","","bone","bone",NA,NA
"195","ES7","ES7","","","","","","","ES7","","ES7","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
"196","ES8","ES8","","","","","","","ES8","","ES8","",NA,NA,"bone","","","","","","","Bone","","bone ","","bone","bone",NA,NA
